id;pais;region;departamento;municipio;subregion;codigo_dane;latitud;longitud;año;mes;trimestre;semestre;fecha;tipo_recaudo;categoria;subcategoria;sector;codigo_sector;entidad;codigo_entidad;fuente;codigo_fuente;subfuente;rubro;subrubro;programa;subprograma;proyecto;valor_recaudo;presupuesto_inicial;presupuesto_modificado;meta_recaudo;recaudo_acumulado;ejecucion_%;variacion_anual_%;variacion_mensual_%;estado;nivel;zona;gasto_programa;gasto_subprograma;gasto_proyecto;gasto_proyecto.1;impuesto_territorial_nivel;impuesto_territorial_grupo;impuesto_territorial
284;Colombia;Andina;Boyacá;Santa María;Subreg-3;15690;4.857.193;-73.263.518;2022;3;1;1;24/03/2022;Contribución;No Tributario;Subcat-5;Infraestructura;340;Entidad Nacional;5355;General;35;Sub-2;Rubro-1;Subrubro-2;Programa-2;Subprograma-5;Proyecto-2;5702356.93;4702391.5;5592289.43;5989124.84;12717791.11;97.16;-0.85;-7.22;Comprometido;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-2;Proyecto-2;No aplica;No tributario;No aplica - ingreso no tributario
285;Colombia;Andina;Boyacá;Santa Rosa De Viterbo;Subreg-3;15693;5.874.547;-72.982.461;2022;10;4;2;11/10/2022;Contribución;No Tributario;Subcat-4;Salud;567;Gobernación;9257;General;53;Sub-5;Rubro-1;Subrubro-2;Programa-2;Subprograma-3;Proyecto-2;3580058.19;4505906.86;4442259.54;4230616.17;5990740.14;94.39;11.03;-1.6;Obligado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-2;Proyecto-2;No aplica;No tributario;No aplica - ingreso no tributario
286;Colombia;Andina;Boyacá;Santa Sofía;Subreg-3;15696;5.713.269;-73.602.707;2024;5;2;1;8/05/2024;Contribución;Tributario;Subcat-5;Salud;262;Entidad Nacional;2765;General;11;Sub-1;Rubro-2;Subrubro-2;Programa-1;Subprograma-1;Proyecto-8;9122074.81;7520358.59;7612805.71;8294220.73;24315245.43;111.98;10.43;-0.22;Comprometido;Territorial;Urbana;Programa-1;Subprograma-1;Proyecto-8;Proyecto-8;Municipal;Transporte y combustibles;Sobretasa a la Gasolina Municipal
287;Colombia;Andina;Boyacá;Sativanorte;Subreg-3;15720;6.131.132;-72.708.458;2025;5;2;1;19/05/2025;Tasa;Tributario;Subcat-1;Seguridad;951;Alcaldía;4073;General;31;Sub-3;Rubro-3;Subrubro-3;Programa-5;Subprograma-5;Proyecto-1;2209156.0;3541778.68;3316831.73;3329147.13;6635688.39;71.19;15.92;-7.38;Obligado;Territorial;Rural;Programa-5;Subprograma-5;Proyecto-1;Proyecto-1;Municipal;Propiedad;Impuesto Predial Unificado
288;Colombia;Andina;Boyacá;Sativasur;Subreg-3;15723;6.093.183;-72.712.435;2025;8;3;2;25/08/2025;Contribución;No Tributario;Subcat-1;Educación;258;Gobernación;1323;General;12;Sub-5;Rubro-5;Subrubro-2;Programa-2;Subprograma-3;Proyecto-7;732009.98;1162089.03;1147379.14;1066628.1;1891167.62;75.84;3.87;-7.98;Recaudado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
289;Colombia;Andina;Boyacá;Siachoque;Subreg-1;15740;5.511.811;-7.324.466;2022;2;1;1;6/02/2022;Tasa;Tributario;Subcat-1;Infraestructura;763;Gobernación;1877;General;82;Sub-4;Rubro-2;Subrubro-2;Programa-2;Subprograma-2;Proyecto-2;3696302.05;5397387.19;5479299.05;5682577.94;14939309.38;76.09;-8.75;-5.84;Comprometido;Territorial;Urbana;Programa-2;Subprograma-2;Proyecto-2;Proyecto-2;Municipal;Propiedad;Impuesto Predial Unificado
290;Colombia;Andina;Boyacá;Soatá;Subreg-5;15753;6.331.945;-72.684.051;2022;2;1;1;24/02/2022;Contribución;Tributario;Subcat-5;Seguridad;463;Gobernación;7622;General;17;Sub-5;Rubro-4;Subrubro-5;Programa-4;Subprograma-3;Proyecto-9;5503280.82;5941281.92;6616220.36;7586651.51;11286323.66;69.42;6.69;-0.86;Obligado;Territorial;Rural;Programa-4;Subprograma-3;Proyecto-9;Proyecto-9;Municipal;Servicios urbanos;Alumbrado Público
291;Colombia;Andina;Boyacá;Socotá;Subreg-5;15755;6.041.162;-72.636.653;2022;5;2;1;12/05/2022;Tasa;No Tributario;Subcat-4;Infraestructura;300;Gobernación;9432;General;89;Sub-2;Rubro-3;Subrubro-1;Programa-2;Subprograma-2;Proyecto-9;2771662.79;2193821.83;2740026.76;2725727.29;4588551.05;97.44;15.69;1.65;Obligado;Territorial;Urbana;Programa-2;Subprograma-2;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
292;Colombia;Andina;Boyacá;Socha;Subreg-1;15757;5.996.717;-72.691.963;2024;9;3;2;24/09/2024;Tasa;Tributario;Subcat-4;Seguridad;219;Alcaldía;1005;General;21;Sub-3;Rubro-2;Subrubro-5;Programa-4;Subprograma-2;Proyecto-1;3966560.83;5267099.45;5982001.8;6066119.68;15100143.87;72.75;-10.97;4.05;Obligado;Territorial;Rural;Programa-4;Subprograma-2;Proyecto-1;Proyecto-1;Municipal;Urbanismo y construcción;Delineación Urbana
293;Colombia;Andina;Boyacá;Sogamoso;Subreg-1;15759;5.723.976;-72.924.355;2025;12;4;2;15/12/2025;Impuesto;No Tributario;Subcat-4;Salud;286;Alcaldía;2706;General;85;Sub-3;Rubro-3;Subrubro-3;Programa-2;Subprograma-3;Proyecto-1;2217775.07;2288365.46;2599469.9;2378509.01;6848478.64;94.49;-1.04;3.85;Programado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-1;Proyecto-1;Departamental;Vehículos;Impuesto sobre Vehículos Automotores
294;Colombia;Andina;Boyacá;Somondoco;Subreg-2;15761;4.985.726;-73.433.393;2024;8;3;2;16/08/2024;Impuesto;Tributario;Subcat-3;Seguridad;975;Entidad Nacional;4377;General;56;Sub-2;Rubro-5;Subrubro-4;Programa-3;Subprograma-4;Proyecto-3;5749046.8;5505084.35;6653816.68;7097681.62;9956732.56;88.59;-4.66;-7.81;Obligado;Territorial;Urbana;Programa-3;Subprograma-4;Proyecto-3;Proyecto-3;Departamental;Registro;Registro y Anotación
295;Colombia;Andina;Boyacá;Sora;Subreg-2;15762;556.684;-73.450.153;2022;12;4;2;23/12/2022;Tasa;Tributario;Subcat-4;Salud;563;Entidad Nacional;1376;General;66;Sub-4;Rubro-4;Subrubro-5;Programa-4;Subprograma-4;Proyecto-10;5502921.69;7519007.54;7210921.54;7001085.79;20116189.96;85.91;16.73;6.88;Comprometido;Territorial;Rural;Programa-4;Subprograma-4;Proyecto-10;Proyecto-10;Municipal;Urbanismo y construcción;Delineación Urbana
296;Colombia;Andina;Boyacá;Sotaquirá;Subreg-4;15763;5.764.986;-73.246.585;2025;2;1;1;3/02/2025;Impuesto;Tributario;Subcat-2;Educación;692;Entidad Nacional;2686;General;58;Sub-1;Rubro-4;Subrubro-3;Programa-5;Subprograma-3;Proyecto-2;1977237.52;2183575.31;2663270.53;2741756.16;3028899.58;81.82;-4.56;7.54;Obligado;Territorial;Urbana;Programa-5;Subprograma-3;Proyecto-2;Proyecto-2;Municipal;Movilidad;Semaforización y Tránsito
297;Colombia;Andina;Boyacá;Soracá;Subreg-5;15764;5.500.898;-73.332.804;2022;10;4;2;18/10/2022;Tasa;No Tributario;Subcat-1;Infraestructura;877;Gobernación;9295;General;27;Sub-4;Rubro-5;Subrubro-2;Programa-1;Subprograma-4;Proyecto-4;1624307.09;1806092.17;1999818.24;1928399.97;3679635.41;92.15;5.22;-4.88;Obligado;Territorial;Urbana;Programa-1;Subprograma-4;Proyecto-4;Proyecto-4;No aplica;No tributario;No aplica - ingreso no tributario
298;Colombia;Andina;Boyacá;Susacón;Subreg-4;15774;6.230.332;-72.690.289;2023;6;2;1;6/06/2023;Contribución;No Tributario;Subcat-4;Educación;146;Gobernación;9106;General;26;Sub-1;Rubro-1;Subrubro-5;Programa-5;Subprograma-3;Proyecto-8;2648628.39;2025456.59;2482618.33;2548236.85;9050369.95;105.98;9.48;6.88;Obligado;Territorial;Rural;Programa-5;Subprograma-3;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
299;Colombia;Andina;Boyacá;Sutamarchán;Subreg-2;15776;5.619.781;-73.620.536;2022;8;3;2;23/08/2022;Impuesto;Tributario;Subcat-4;Salud;761;Alcaldía;3261;General;23;Sub-5;Rubro-4;Subrubro-1;Programa-5;Subprograma-4;Proyecto-6;1216497.44;1796077.14;1997574.94;1830953.62;3627591.1;77.06;-7.19;2.38;Comprometido;Territorial;Urbana;Programa-5;Subprograma-4;Proyecto-6;Proyecto-6;Departamental;Agropecuario;Degüello de Ganado Mayor
300;Colombia;Andina;Boyacá;Sutatenza;Subreg-5;15778;5.022.989;-73.452.317;2024;10;4;2;26/10/2024;Tasa;No Tributario;Subcat-2;Salud;546;Entidad Nacional;9472;General;65;Sub-4;Rubro-1;Subrubro-3;Programa-5;Subprograma-5;Proyecto-7;3436188.29;3476348.07;3796638.22;3951361.44;7103409.5;88.64;17.38;-6.33;Obligado;Territorial;Rural;Programa-5;Subprograma-5;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
301;Colombia;Andina;Boyacá;Tasco;Subreg-3;15790;5.909.821;-72.781.011;2024;10;4;2;18/10/2024;Impuesto;Tributario;Subcat-2;Educación;459;Gobernación;3464;General;47;Sub-5;Rubro-2;Subrubro-4;Programa-4;Subprograma-4;Proyecto-1;3176909.56;2958837.98;3435170.21;3164204.75;5715342.45;103.72;-9.61;4.76;Recaudado;Territorial;Urbana;Programa-4;Subprograma-4;Proyecto-1;Proyecto-1;Municipal;Urbanismo y construcción;Delineación Urbana
302;Colombia;Andina;Boyacá;Tenza;Subreg-5;15798;5.076.781;-73.421.176;2023;4;2;1;9/04/2023;Tasa;No Tributario;Subcat-5;Seguridad;955;Alcaldía;4073;General;25;Sub-5;Rubro-3;Subrubro-3;Programa-4;Subprograma-1;Proyecto-3;8223311.9;7096584.17;8121093.79;7874630.89;14367865.56;100.45;-2.22;-4.01;Comprometido;Territorial;Rural;Programa-4;Subprograma-1;Proyecto-3;Proyecto-3;No aplica;No tributario;No aplica - ingreso no tributario
303;Colombia;Andina;Boyacá;Tibaná;Subreg-4;15804;5.317.251;-73.396.457;2023;5;2;1;10/05/2023;Contribución;Tributario;Subcat-2;Seguridad;692;Entidad Nacional;5148;General;52;Sub-3;Rubro-5;Subrubro-3;Programa-3;Subprograma-3;Proyecto-10;3358626.88;4793940.65;5272163.62;5159016.25;12833772.8;72.06;6.07;-1.57;Obligado;Territorial;Urbana;Programa-3;Subprograma-3;Proyecto-10;Proyecto-10;Departamental;Consumo;Consumo de Licores
304;Colombia;Andina;Boyacá;Tibasosa;Subreg-1;15806;574.723;-72.999.449;2023;10;4;2;11/10/2023;Impuesto;No Tributario;Subcat-4;Seguridad;323;Alcaldía;5355;General;79;Sub-2;Rubro-2;Subrubro-5;Programa-4;Subprograma-5;Proyecto-6;3327097.96;3031128.7;2972131.13;3407076.19;5035427.7;100.3;-6.47;2.8;Programado;Territorial;Urbana;Programa-4;Subprograma-5;Proyecto-6;Proyecto-6;Municipal;Ordenamiento territorial;Plusvalía
305;Colombia;Andina;Boyacá;Tinjacá;Subreg-5;15808;5.579.713;-73.646.847;2025;5;2;1;7/05/2025;Tasa;No Tributario;Subcat-4;Infraestructura;507;Gobernación;9892;General;43;Sub-4;Rubro-4;Subrubro-1;Programa-5;Subprograma-3;Proyecto-1;8765977.65;7117793.75;7520550.02;8177686.24;28356358.93;113.77;15.56;-3.77;Comprometido;Territorial;Urbana;Programa-5;Subprograma-3;Proyecto-1;Proyecto-1;No aplica;No tributario;No aplica - ingreso no tributario
306;Colombia;Andina;Boyacá;Tipacoque;Subreg-1;15810;6.419.203;-72.691.729;2022;11;4;2;14/11/2022;Contribución;No Tributario;Subcat-2;Salud;195;Alcaldía;4010;General;37;Sub-2;Rubro-3;Subrubro-1;Programa-1;Subprograma-2;Proyecto-9;6689135.6;6187585.36;7264184.1;7653918.87;12772851.01;89.78;-5.53;-3.41;Programado;Territorial;Rural;Programa-1;Subprograma-2;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
307;Colombia;Andina;Boyacá;Toca;Subreg-3;15814;5.566.464;-73.184.794;2022;8;3;2;22/08/2022;Tasa;Tributario;Subcat-1;Seguridad;742;Gobernación;8450;General;85;Sub-3;Rubro-5;Subrubro-2;Programa-5;Subprograma-5;Proyecto-8;2888456.56;2955806.74;3573520.89;3550223.17;5751627.52;87.3;9.95;-0.38;Comprometido;Territorial;Urbana;Programa-5;Subprograma-5;Proyecto-8;Proyecto-8;Municipal;Urbanismo y construcción;Delineación Urbana
308;Colombia;Andina;Boyacá;Togüí;Subreg-5;15816;5.937.438;-73.513.655;2023;1;1;1;15/01/2023;Tasa;No Tributario;Subcat-1;Salud;745;Entidad Nacional;4649;General;79;Sub-2;Rubro-5;Subrubro-3;Programa-3;Subprograma-4;Proyecto-1;9817279.74;7526108.89;8679453.27;9697318.52;30920390.7;110.34;6.26;-3.46;Programado;Territorial;Urbana;Programa-3;Subprograma-4;Proyecto-1;Proyecto-1;No aplica;No tributario;No aplica - ingreso no tributario
309;Colombia;Andina;Boyacá;Tópaga;Subreg-1;15820;5.768.201;-72.832.245;2022;3;1;1;7/03/2022;Tasa;Tributario;Subcat-1;Infraestructura;870;Alcaldía;2539;General;37;Sub-5;Rubro-4;Subrubro-5;Programa-4;Subprograma-5;Proyecto-10;5779722.06;6274513.57;7362022.59;8026358.59;15748345.56;80.81;4.4;7.62;Programado;Territorial;Rural;Programa-4;Subprograma-5;Proyecto-10;Proyecto-10;Departamental;Estampillas;Estampillas Departamentales
310;Colombia;Andina;Boyacá;Tota;Subreg-5;15822;5.560.497;-72.985.898;2023;11;4;2;5/11/2023;Impuesto;Tributario;Subcat-4;Seguridad;735;Gobernación;9151;General;30;Sub-4;Rubro-2;Subrubro-2;Programa-3;Subprograma-5;Proyecto-5;5730759.54;7802099.08;9655904.52;9814019.95;14634901.86;67.37;-4.27;-5.11;Recaudado;Territorial;Rural;Programa-3;Subprograma-5;Proyecto-5;Proyecto-5;Departamental;Agropecuario;Degüello de Ganado Mayor
311;Colombia;Andina;Boyacá;Tununguá;Subreg-1;15832;5.730.582;-73.933.155;2025;12;4;2;6/12/2025;Tasa;No Tributario;Subcat-5;Seguridad;286;Gobernación;5148;General;22;Sub-2;Rubro-2;Subrubro-1;Programa-3;Subprograma-3;Proyecto-8;9711317.81;8675034.18;10117636.79;10727086.99;31516654.41;98.8;-6.4;7.94;Comprometido;Territorial;Urbana;Programa-3;Subprograma-3;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
312;Colombia;Andina;Boyacá;Turmequé;Subreg-2;15835;5.323.261;-73.491.825;2023;4;2;1;19/04/2023;Contribución;Tributario;Subcat-4;Salud;766;Alcaldía;4693;General;53;Sub-5;Rubro-2;Subrubro-5;Programa-2;Subprograma-5;Proyecto-2;6522232.41;6689302.39;7557286.54;7654206.69;21640678.62;96.62;-3.88;-3.36;Comprometido;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-2;Proyecto-2;Municipal;Actividad económica;Avisos y Tableros
313;Colombia;Andina;Boyacá;Tuta;Subreg-2;15837;5.689.082;-73.230.285;2024;2;1;1;25/02/2024;Impuesto;Tributario;Subcat-2;Seguridad;283;Alcaldía;2313;General;76;Sub-2;Rubro-2;Subrubro-1;Programa-1;Subprograma-2;Proyecto-3;2620335.62;3650008.48;3865222.67;3662703.85;4842298.98;74.65;8.67;8.05;Comprometido;Territorial;Urbana;Programa-1;Subprograma-2;Proyecto-3;Proyecto-3;Municipal;Transporte y combustibles;Sobretasa a la Gasolina Municipal
314;Colombia;Andina;Boyacá;Tutazá;Subreg-5;15839;6.032.608;-72.856.035;2022;6;2;1;7/06/2022;Tasa;Tributario;Subcat-2;Infraestructura;266;Entidad Nacional;1254;General;71;Sub-4;Rubro-2;Subrubro-4;Programa-5;Subprograma-1;Proyecto-2;1853835.92;1786532.73;1634740.28;1766078.94;3065146.64;103.05;11.31;-1.6;Comprometido;Territorial;Urbana;Programa-5;Subprograma-1;Proyecto-2;Proyecto-2;Departamental;Estampillas;Estampillas Departamentales
315;Colombia;Andina;Boyacá;Úmbita;Subreg-1;15842;5.221.176;-73.456.917;2022;4;2;1;17/04/2022;Tasa;No Tributario;Subcat-2;Seguridad;870;Gobernación;3464;General;25;Sub-2;Rubro-2;Subrubro-2;Programa-5;Subprograma-5;Proyecto-3;8850678.85;8968126.04;8271143.52;9154104.66;30283803.35;96.97;13.75;-4.88;Obligado;Territorial;Urbana;Programa-5;Subprograma-5;Proyecto-3;Proyecto-3;No aplica;No tributario;No aplica - ingreso no tributario
316;Colombia;Andina;Boyacá;Ventaquemada;Subreg-3;15861;5.368.739;-73.522.368;2023;1;1;1;5/01/2023;Tasa;No Tributario;Subcat-4;Educación;955;Gobernación;7056;General;21;Sub-2;Rubro-1;Subrubro-1;Programa-1;Subprograma-4;Proyecto-3;2411326.94;3830869.11;3613756.78;3420546.14;3987528.53;81.59;15.48;-2.69;Recaudado;Territorial;Urbana;Programa-1;Subprograma-4;Proyecto-3;Proyecto-3;No aplica;No tributario;No aplica - ingreso no tributario
317;Colombia;Andina;Boyacá;Viracachá;Subreg-5;15879;5.436.833;-73.296.894;2025;12;4;2;4/12/2025;Impuesto;Tributario;Subcat-5;Salud;821;Alcaldía;7482;General;35;Sub-5;Rubro-5;Subrubro-2;Programa-1;Subprograma-5;Proyecto-1;2237109.92;2140570.26;2462134.23;2585736.38;4494604.85;99.53;-9.7;2.27;Recaudado;Territorial;Urbana;Programa-1;Subprograma-5;Proyecto-1;Proyecto-1;Departamental;Vehículos;Impuesto sobre Vehículos Automotores
318;Colombia;Andina;Boyacá;Zetaquira;Subreg-4;15897;5.283.443;-7.317.098;2023;12;4;2;18/12/2023;Contribución;No Tributario;Subcat-1;Educación;286;Alcaldía;3333;General;81;Sub-2;Rubro-3;Subrubro-2;Programa-5;Subprograma-2;Proyecto-8;6103308.49;6686092.28;8321542.31;8899913.54;15164471.82;67.01;-11.87;0.62;Obligado;Territorial;Rural;Programa-5;Subprograma-2;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
319;Colombia;Andina;Caldas;Manizales;Subreg-2;17001;5.057.657;-75.491.025;2024;12;4;2;21/12/2024;Tasa;No Tributario;Subcat-2;Infraestructura;218;Entidad Nacional;7402;General;13;Sub-3;Rubro-2;Subrubro-4;Programa-3;Subprograma-5;Proyecto-8;2977430.34;4932105.38;4738874.92;4333337.02;11412493.69;69.03;-7.7;-3.1;Comprometido;Territorial;Urbana;Programa-3;Subprograma-5;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
320;Colombia;Andina;Caldas;Aguadas;Subreg-1;17013;5.610.244;-7.545.487;2023;3;1;1;17/03/2023;Impuesto;No Tributario;Subcat-2;Salud;350;Alcaldía;2554;General;50;Sub-5;Rubro-4;Subrubro-4;Programa-4;Subprograma-4;Proyecto-3;5352831.72;5427450.96;6214283.5;6599378.74;9389231.51;84.4;-7.37;7.84;Obligado;Territorial;Urbana;Programa-4;Subprograma-4;Proyecto-3;Proyecto-3;Municipal;Servicios urbanos;Alumbrado Público
321;Colombia;Andina;Caldas;Anserma;Subreg-5;17042;5.236.471;-75.784.343;2024;10;4;2;9/10/2024;Tasa;No Tributario;Subcat-1;Educación;172;Gobernación;3296;General;51;Sub-3;Rubro-4;Subrubro-3;Programa-4;Subprograma-4;Proyecto-4;7765727.68;8333442.28;9394184.61;10634777.45;12960549.19;85.84;-8.72;-6.38;Comprometido;Territorial;Urbana;Programa-4;Subprograma-4;Proyecto-4;Proyecto-4;No aplica;No tributario;No aplica - ingreso no tributario
322;Colombia;Andina;Caldas;Aranzazu;Subreg-4;17050;5.271.195;-7.549.129;2024;5;2;1;5/05/2024;Impuesto;No Tributario;Subcat-1;Infraestructura;983;Alcaldía;8745;General;87;Sub-1;Rubro-1;Subrubro-3;Programa-1;Subprograma-1;Proyecto-2;7159422.99;7325190.45;8105870.03;7592031.18;10990301.66;102.4;-3.58;-2.38;Programado;Territorial;Urbana;Programa-1;Subprograma-1;Proyecto-2;Proyecto-2;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
323;Colombia;Andina;Caldas;Belalcázar;Subreg-5;17088;4.993.785;-75.811.918;2025;4;2;1;15/04/2025;Impuesto;No Tributario;Subcat-2;Educación;527;Entidad Nacional;2972;General;52;Sub-5;Rubro-1;Subrubro-5;Programa-1;Subprograma-5;Proyecto-1;7858547.1;7079411.18;8094904.65;7566722.4;15921901.72;105.39;7.44;0.22;Obligado;Territorial;Rural;Programa-1;Subprograma-5;Proyecto-1;Proyecto-1;Municipal;Actividad económica;Industria y Comercio (ICA)
324;Colombia;Andina;Caldas;Chinchiná;Subreg-1;17174;4.985.227;-75.607.529;2022;6;2;1;7/06/2022;Impuesto;No Tributario;Subcat-1;Seguridad;891;Gobernación;2712;General;50;Sub-4;Rubro-1;Subrubro-2;Programa-3;Subprograma-4;Proyecto-3;3375831.83;5146434.21;4811793.15;4528202.17;7660217.03;71.63;-1.34;-2.52;Recaudado;Territorial;Rural;Programa-3;Subprograma-4;Proyecto-3;Proyecto-3;Municipal;Movilidad;Semaforización y Tránsito
325;Colombia;Andina;Caldas;Filadelfia;Subreg-3;17272;5.297.091;-75.562.474;2024;11;4;2;26/11/2024;Tasa;No Tributario;Subcat-3;Educación;643;Gobernación;3986;General;11;Sub-2;Rubro-2;Subrubro-2;Programa-1;Subprograma-3;Proyecto-9;6650534.52;8353279.19;8394826.04;7796347.71;24375196.3;92.81;14.38;0.03;Obligado;Territorial;Rural;Programa-1;Subprograma-3;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
326;Colombia;Andina;Caldas;La Dorada;Subreg-3;17380;5.460.834;-74.668.819;2022;12;4;2;14/12/2022;Tasa;No Tributario;Subcat-2;Seguridad;450;Alcaldía;6134;General;86;Sub-3;Rubro-4;Subrubro-5;Programa-5;Subprograma-1;Proyecto-7;2824512.61;3167363.15;3392693.89;3085070.1;6591341.71;105.2;4.96;-7.27;Recaudado;Territorial;Rural;Programa-5;Subprograma-1;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
327;Colombia;Andina;Caldas;La Merced;Subreg-4;17388;539.647;-75.546.486;2022;1;1;1;5/01/2022;Tasa;Tributario;Subcat-3;Educación;896;Alcaldía;7077;General;15;Sub-1;Rubro-4;Subrubro-2;Programa-2;Subprograma-3;Proyecto-8;1121817.65;1574216.74;1679656.21;1653913.65;3995028.77;76.4;16.55;-5.62;Recaudado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-8;Proyecto-8;Municipal;Actividad económica;Industria y Comercio (ICA)
328;Colombia;Andina;Caldas;Manzanares;Subreg-3;17433;5.255.699;-75.152.829;2025;12;4;2;9/12/2025;Tasa;Tributario;Subcat-4;Infraestructura;105;Gobernación;6299;General;82;Sub-1;Rubro-1;Subrubro-2;Programa-5;Subprograma-3;Proyecto-2;7605280.1;6133283.24;7043917.76;7579464.88;22360042.07;105.99;-2.29;-6.21;Obligado;Territorial;Rural;Programa-5;Subprograma-3;Proyecto-2;Proyecto-2;Municipal;Actividad económica;Avisos y Tableros
329;Colombia;Andina;Caldas;Marmato;Subreg-1;17442;547.422;-75.600.049;2024;8;3;2;13/08/2024;Contribución;Tributario;Subcat-2;Salud;980;Gobernación;7284;General;91;Sub-2;Rubro-5;Subrubro-5;Programa-2;Subprograma-3;Proyecto-7;2680252.89;3205080.41;2990277.37;2833831.41;7067420.19;96.94;-9.29;-0.63;Comprometido;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-7;Proyecto-7;Municipal;Actividad económica;Avisos y Tableros
330;Colombia;Andina;Caldas;Marquetalia;Subreg-4;17444;5.297.525;-75.053.097;2023;5;2;1;17/05/2023;Impuesto;No Tributario;Subcat-2;Infraestructura;487;Entidad Nacional;1532;General;81;Sub-5;Rubro-3;Subrubro-3;Programa-5;Subprograma-2;Proyecto-5;6999535.38;5632212.87;6038002.64;6169302.15;19891593.32;113.31;2.38;-7.55;Comprometido;Territorial;Rural;Programa-5;Subprograma-2;Proyecto-5;Proyecto-5;Departamental;Consumo;Consumo de Licores
331;Colombia;Andina;Caldas;Marulanda;Subreg-2;17446;5.284.304;-75.259.721;2022;12;4;2;13/12/2022;Contribución;Tributario;Subcat-4;Salud;643;Gobernación;2313;General;73;Sub-4;Rubro-4;Subrubro-5;Programa-3;Subprograma-3;Proyecto-1;2389063.75;3047512.66;3808760.36;4112213.51;3748092.76;67.37;5.99;-6.78;Recaudado;Territorial;Rural;Programa-3;Subprograma-3;Proyecto-1;Proyecto-1;Municipal;Propiedad;Impuesto Predial Unificado
332;Colombia;Andina;Caldas;Neira;Subreg-5;17486;5.166.895;-75.520.006;2022;12;4;2;22/12/2022;Tasa;No Tributario;Subcat-4;Infraestructura;735;Gobernación;2554;General;85;Sub-2;Rubro-2;Subrubro-4;Programa-2;Subprograma-1;Proyecto-5;3964872.27;5368432.53;5990223.86;5828329.67;7036943.21;68.2;-9.43;-2.71;Recaudado;Territorial;Urbana;Programa-2;Subprograma-1;Proyecto-5;Proyecto-5;No aplica;No tributario;No aplica - ingreso no tributario
333;Colombia;Andina;Caldas;Norcasia;Subreg-3;17495;5.574.796;-74.889.543;2023;1;1;1;27/01/2023;Tasa;No Tributario;Subcat-1;Educación;138;Alcaldía;6592;General;62;Sub-5;Rubro-4;Subrubro-5;Programa-4;Subprograma-4;Proyecto-4;8262761.23;6661447.28;7863652.83;8265303.26;31329784.76;107.34;3.19;-4.21;Programado;Territorial;Rural;Programa-4;Subprograma-4;Proyecto-4;Proyecto-4;No aplica;No tributario;No aplica - ingreso no tributario
334;Colombia;Andina;Caldas;Pácora;Subreg-2;17513;5.527.172;-75.459.621;2022;12;4;2;14/12/2022;Contribución;No Tributario;Subcat-1;Seguridad;258;Entidad Nacional;2567;General;99;Sub-4;Rubro-3;Subrubro-1;Programa-4;Subprograma-4;Proyecto-3;931545.77;1209611.87;1191390.18;1181468.15;3618536.07;82.57;-3.23;0.85;Obligado;Territorial;Rural;Programa-4;Subprograma-4;Proyecto-3;Proyecto-3;No aplica;No tributario;No aplica - ingreso no tributario
335;Colombia;Andina;Caldas;Palestina;Subreg-5;17524;5.017.879;-75.624.577;2022;5;2;1;21/05/2022;Tasa;Tributario;Subcat-4;Infraestructura;146;Entidad Nacional;2765;General;58;Sub-2;Rubro-4;Subrubro-1;Programa-1;Subprograma-5;Proyecto-4;2160110.3;2260812.11;2116636.94;2171137.83;6679033.18;98.59;11.22;-1.32;Obligado;Territorial;Urbana;Programa-1;Subprograma-5;Proyecto-4;Proyecto-4;Municipal;Servicios urbanos;Alumbrado Público
336;Colombia;Andina;Caldas;Pensilvania;Subreg-1;17541;5.383.281;-75.160.299;2025;1;1;1;15/01/2025;Tasa;No Tributario;Subcat-3;Salud;658;Alcaldía;9019;General;99;Sub-5;Rubro-2;Subrubro-1;Programa-5;Subprograma-5;Proyecto-7;1084698.93;1309780.81;1329598.16;1361339.44;3034602.21;82.82;8.34;3.34;Obligado;Territorial;Rural;Programa-5;Subprograma-5;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
